timestamp,last_1h_spank_count,unique_spanker_count_last_1h,whale_spank_count_last_1h,spank_per_minute,regular_hit_count
2025-04-29T03:11:34.179743,0,0,0,0.0,0
2025-04-29T03:26:34.167566,0,0,0,0.0,0
2025-04-29T03:41:34.155000,0,0,0,0.0,0
2025-04-29T03:56:34.136376,0,0,0,0.0,0
2025-04-29T04:11:34.158204,0,0,0,0.0,0
